ཀུམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བསློག | སློག_མ་འོངས་པ།_ཐ་དད་པ+སློག_མ་འོངས་པ།_###
བསློགས | སློག_འདས་པ།_ཐ་དད་པ+སློག_འདས་པ།_###
བུད | འབུད_སྐུལ་ཚིག_ཐ་མི་དད་པ+བུད_སྐུལ་ཚིག_ཐ་མི་དད་པ+འབུད_འདས་པ།_ཐ་མི་དད་པ+བུད_འདས་པ།_ཐ་མི་དད་པ
བུབ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བུས | འབུད_འདས་པ།_###+འབུད_འདས་པ།_ཐ་དད་པ+འབུད_སྐུལ་ཚིག_###+བུས_འདས་པ།_ཐ་དད་པ+བུས_སྐུལ་ཚིག_ཐ་དད་པ+འབུད_སྐུལ་ཚིག_ཐ་དད་པ
བེམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བོག | འབོགས_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་མི་དད་པ
བོབས | འབབ_སྐུལ་ཚིག_ཐ་མི་དད་པ
བོར | འབོར_འདས་པ།_ཐ་མི་དད་པ+འབོར_སྐུལ་ཚིག_ཐ་མི་དད་པ+བོར_སྐུལ་ཚིག_###+འབོར_འདས་པ།_###+བོར_འདས་པ།_###
བོལ | འབལ_སྐུལ་ཚིག_ཐ་དད་པ
བོས | བོས_སྐུལ་ཚིག_ཐ་དད་པ+བོས_འདས་པ།_ཐ་དད་པ+འབོད_འདས་པ།_###+འབོད_སྐུལ་ཚིག_###
བྱ | བྱེད_མ་འོངས་པ།_ཐ་དད་པ
བྱང | འབྱང_འདས་པ།_ཐ་མི་དད་པ+བྱ་ཚིག_###+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+འབྱང_འདས་པ།_###
བྱབ | བྱབ_མ་འོངས་པ།_ཐ་དད་པ+བྱབ_མ་འོངས་པ།_###+བྱབ_ད་ལྟ་བ།_###+བྱབ_ད་ལྟ་བ།_ཐ་དད་པ
བྱབས | བྱབ_འདས་པ།_ཐ་དད་པ+བྱབ_འདས་པ།_###
བྱམས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བྱས | བྱེད_འདས་པ།_ཐ་དད་པ
བྱི | འབྱི_འདས་པ།_ཐ་མི་དད་པ
བྱིང | འབྱིང_འདས་པ།_ཐ་མི་དད་པ
བྱིངས | འབྱིང_འདས་པ།_###
བྱིད | འབྱིད_འདས་པ།_ཐ་མི་དད་པ+བྱ་ཚིག_###+ཕྱིས_མའོངསཔ_འབྲི་ཚུལ
བྱིན | སྦྱིན_འདས་པ།_ཐ་དད་པ+སྦྱིན_སྐུལ་ཚིག_ཐ་དད་པ+བྱིན_སྐུལ་ཚིག_ཐ་དད་པ+བྱིན_འདས་པ།_ཐ་དད་པ
བྱིབས | འབྱིབ_སྐུལ་ཚིག_ཐ་དད་པ+བྱིབས_འདས་པ།_ཐ་དད་པ+བྱིབས_སྐུལ་ཚིག_ཐ་དད་པ+འབྱིབ_འདས་པ།_ཐ་དད་པ
བྱིལ | འབྱིལ_འདས་པ།_ཐ་མི་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བྱུག | འབྱུག_མ་འོངས་པ།_ཐ་དད་པ+བྱུགས_མ་འོངས་པ།_ཐ་དད་པ
བྱུགས | འབྱུག_འདས་པ།_ཐ་དད་པ+བྱུགས_འདས་པ།_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+བྱུགས_སྐུལ་ཚིག_ཐ་དད་པ+འབྱུག_སྐུལ་ཚིག_ཐ་དད་པ
བྱུང | འབྱུང_འདས་པ།_ཐ་མི་དད་པ
བྱེ | འབྱེ_འདས་པ།_ཐ་དད་པ
བྱེད | བྱེད_ད་ལྟ་བ།_ཐ་དད་པ
བྱེར | འབྱེར_འདས་པ།_ཐ་མི་དད་པ+བྱེར_སྐུལ་ཚིག_ཐ་མི་དད་པ+བྱེར_འདས་པ།_ཐ་མི་དད་པ+འབྱེར_སྐུལ་ཚིག_ཐ་མི་དད་པ+འབྱེར_འདས་པ།_###
བྱེས | འབྱེ_སྐུལ་ཚིག_ཐ་དད་པ
བྱོ | འབྱོ_འདས་པ།_ཐ་དད་པ+བྱོ_འདས་པ།_ཐ་དད་པ+འབྱོ_སྐུལ་ཚིག_ཐ་དད་པ+བྱོ_སྐུལ་ཚིག_ཐ་དད་པ
བྱོང | འབྱང_སྐུལ་ཚིག_###
བྱོན | བྱོན_འདས་པ།_ཐ་མི་དད་པ+འབྱོན_སྐུལ་ཚིག_ཐ་དད་པ+འབྱོན_འདས་པ།_ཐ་དད་པ+བྱོན_སྐུལ་ཚིག_ཐ་མི་དད་པ
བྱོབས | བྱབ_སྐུལ་ཚིག_###+བྱབ_སྐུལ་ཚིག_ཐ་དད་པ
བྱོལ | འབྱོལ_མ་འོངས་པ།_ཐ་མི་དད་པ+བྱོལ_འདས་པ།_ཐ་མི་དད་པ+བྱོལ_སྐུལ་ཚིག_ཐ་མི་དད་པ+འབྱོལ_སྐུལ་ཚིག_ཐ་མི་དད་པ+བྱོལ_མ་འོངས་པ།_ཐ་མི་དད་པ+འབྱོལ_འདས་པ།_ཐ་མི་དད་པ
བྱོས | བྱེད_སྐུལ་ཚིག_ཐ་དད་པ
བྲད | འབྲད_འདས་པ།_###+འབྲད_འདས་པ།_ཐ་དད་པ
བྲན | འབྲན_འདས་པ།_ཐ་དད་པ+འབྲན_མ་འོངས་པ།_ཐ་དད་པ+བྲན_མ་འོངས་པ།_ཐ་དད་པ+བྲན_འདས་པ།_ཐ་དད་པ
བྲབ | འབྲབ_མ་འོངས་པ།_ཐ་དད་པ
བྲབས | འབྲབ_འདས་པ།_ཐ་དད་པ
བྲལ | འབྲལ_འདས་པ།_ཐ་མི་དད་པ
བྲི | འབྲི_འདས་པ།_ཐ་མི་དད་པ+འབྲི_མ་འོངས་པ།_ཐ་མི་དད་པ
བྲིད | བྲིད_འདས་པ།_ཐ་དད་པ+འབྲིད_འདས་པ།_ཐ་དད་པ+འབྲིད_སྐུལ་ཚིག_ཐ་དད་པ+བྲིད_སྐུལ་ཚིག_ཐ་དད་པ
བྲིན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བྲིམ | འབྲིམ_མ་འོངས་པ།_ཐ་དད་པ
བྲིམས | འབྲིམ_སྐུལ་ཚིག_ཐ་དད་པ
བྲུ | འབྲུ_མ་འོངས་པ།_###+འབྲུ_མ་འོངས་པ།_ཐ་དད་པ+བྲུས_མ་འོངས་པ།_ཐ་དད་པ
བྲུག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བྲུབ | འབྲུབ_མའོངསཔ_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བྲུབས | འབྲུབ_འདས་པ།_ཐ་དད་པ+འབྲུབ_སྐུལ་ཚིག_ཐ་དད་པ
བྲུལ | འབྲུལ_འདས་པ།_ཐ་མི་དད་པ
བྲུས | བྲུས_འདས་པ།_ཐ་དད་པ+འབྲུ_སྐུལ་ཚིག_###+བྲུས_སྐུལ་ཚིག_ཐ་དད་པ+འབྲུ_འདས་པ།_###+འབྲུ_འདས་པ།_ཐ་དད་པ+འབྲུ_སྐུལ་ཚིག_ཐ་དད་པ
བྲེ | བྲེ_མ་འོངས་པ།_ཐ་དད་པ+བྲེ_ད་ལྟ་བ།_ཐ་དད་པ+བྲེས_མ་འོངས་པ།_ཐ་དད་པ+བྲེས_ད་ལྟ་བ།_ཐ་དད་པ
བྲེག | འབྲེག_མ་འོངས་པ།_ཐ་དད་པ
བྲེགས | འབྲེག_འདས་པ།_ཐ་དད་པ
བྲེད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བྲེས | བྲེས_སྐུལ་ཚིག_ཐ་དད་པ+འབྲ_འདས་པ།_ཐ་དད་པ+འབྲ_སྐུལ་ཚིག_ཐ་དད་པ+བྲེ_སྐུལ་ཚིག_ཐ་དད་པ+བྲེ_འདས་པ།_ཐ་དད་པ+བྲེས_འདས་པ།_ཐ་དད་པ
བྲོ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བྲོགས | འབྲེག_སྐུལ་ཚིག_ཐ་དད་པ
བྲོད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བྲོན | འབྲན_སྐུལ་ཚིག_ཐ་དད་པ+བྲན_སྐུལ་ཚིག_ཐ་དད་པ
བྲོབས | ཕྲོབས_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ+འབྲབ_སྐུལ་ཚིག_ཐ་དད་པ
བྲོས | བྲོས_འདས་པ།_ཐ་མི་དད་པ+འབྲོ_སྐུལ་ཚིག_ཐ་མི་དད་པ+འབྲོ_འདས་པ།_ཐ་མི་དད་པ+བྲོས_སྐུལ་ཚིག_ཐ་མི་དད་པ
བླག | བླག_ད་ལྟ་བ།_ཐ་དད་པ+བླག_མ་འོངས་པ།_ཐ་དད་པ
བླགས | བླག_འདས་པ།_ཐ་དད་པ
བླང | ལེན_མ་འོངས་པ།_ཐ་དད་པ+ལེན_མ་འོངས་པ།_###
བླངས | ལེན_འདས་པ།_###+ལེན_འདས་པ།_ཐ་དད་པ
བླད | བློད_འདས་པ།_###+བླད_མ་འོངས་པ།_ཐ་དད་པ+བློད_མ་འོངས་པ།_ཐ་དད་པ+བླད_འདས་པ།_ཐ་དད་པ+བློད_མ་འོངས་པ།_###+བློད_འདས་པ།_ཐ་དད་པ
བླུ | བླུ_མ་འོངས་པ།_ཐ་དད་པ+བླུས_ད་ལྟ་བ།_ཐ་དད་པ+བླུས_མ་འོངས་པ།_ཐ་དད་པ+བླུ_ད་ལྟ་བ།_ཐ་དད་པ
བླུག | བླུགས_ད་ལྟ་བ།_ཐ་དད་པ+བླུག_ད་ལྟ་བ།_ཐ་དད་པ+བླུགས_མ་འོངས་པ།_ཐ་དད་པ+བླུག_མ་འོངས་པ།_ཐ་དད་པ
བླུགས | བླུགས_སྐུལ་ཚིག_ཐ་དད་པ+བླུག_སྐུལ་ཚིག_ཐ་དད་པ+བླུགས_འདས་པ།_ཐ་དད་པ+བླུག_འདས་པ།_ཐ་དད་པ
བླུད | བླུད_འདས་པ།_ཐ་དད་པ+ལྡུད_སྐུལ་ཚིག_ཐ་དད་པ+ལྡུད_འདས་པ།_ཐ་དད་པ+བླུད_སྐུལ་ཚིག_ཐ་དད་པ
བླུས | བླུས_སྐུལ་ཚིག_ཐ་དད་པ+བླུ_འདས་པ།_ཐ་དད་པ+བླུ_སྐུལ་ཚིག_ཐ་དད་པ+བླུས_འདས་པ།_ཐ་དད་པ
བློག | བླག_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བློགས | བླག_སྐུལ་ཚིག_ཐ་དད་པ
བློད | བློད_ད་ལྟ་བ།_###+བློད_སྐུལ་ཚིག_###+བླད_སྐུལ་ཚིག_ཐ་དད་པ+བློད_སྐུལ་ཚིག_ཐ་དད་པ+བློད_ད་ལྟ་བ།_ཐ་དད་པ+བླད_ད་ལྟ་བ།_ཐ་དད་པ
མཁས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཁུ | འཁུ_འབྲི་ཚུལ+བྱ་ཚིག_###
མཁུན | བྱ་ཚིག_###+འཁུན_འབྲི་ཚུལ
མཁོན | འཁོན_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
མཁྱུད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
མཁྱེན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
མགར | མགར_མ་འོངས་པ།_ཐ་དད་པ+མགར_ད་ལྟ་བ།_ཐ་དད་པ+མགར_འདས་པ།_ཐ་དད་པ
མགུ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མགོར | མགར_སྐུལ་ཚིག_ཐ་དད་པ
མངག | མངག_ད་ལྟ་བ།_ཐ་དད་པ+མངག_མ་འོངས་པ།_ཐ་དད་པ
མངགས | མངག_འདས་པ།_ཐ་དད་པ
མངལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མངོགས | མངག_སྐུལ་ཚིག_ཐ་དད་པ
མངོན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཆི | མཆི_མ་འོངས་པ།_ཐ་མི་དད་པ+མཆི_ད་ལྟ་བ།_ཐ་མི་དད་པ
མཆིད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
མཆིས | མཆི_འདས་པ།_ཐ་མི་དད་པ
མཆེད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཆོང | མཆོངས_མ་འོངས་པ།_ཐ་མི་དད་པ+མཆོངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+མཆོང_ད་ལྟ་བ།_ཐ་མི་དད་པ+མཆོང_མ་འོངས་པ།_ཐ་མི་དད་པ
མཆོངས | མཆོངས_འདས་པ།_ཐ་མི་དད་པ+མཆོང_འདས་པ།_ཐ་མི་དད་པ+མཆོང_སྐུལ་ཚིག_ཐ་མི་དད་པ+མཆོངས_སྐུལ་ཚིག_ཐ་མི་དད་པ
མཆོད | བྱ་ཚིག_###+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
མཆོར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
མཇལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+མཇལ_འདས་པ།_ཐ་དད་པ+མཇལ_ད་ལྟ་བ།_ཐ་དད་པ+མཇལ_མ་འོངས་པ།_ཐ་དད་པ
མཇེད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཇོལ | མཇལ_སྐུལ་ཚིག_ཐ་དད་པ
མཉན | ཉན_འདས་པ།_ཐ་དད་པ+མཉན_འདས་པ།_ཐ་དད་པ+མཉན_མ་འོངས་པ།_ཐ་དད་པ+ཉན_མ་འོངས་པ།_ཐ་དད་པ
མཉམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཉེ | མཉེས_མ་འོངས་པ།_ཐ་དད་པ+ཉེད_མ་འོངས་པ།_ཐ་དད་པ
མཉེད | ཉེད_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
མཉེལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཉེས | ཉེད_སྐུལ་ཚིག_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+ཉེད_འདས་པ།_ཐ་དད་པ+མཉེས_འདས་པ།_ཐ་དད་པ+མཉེས_སྐུལ་ཚིག_ཐ་དད་པ
མཐུད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
མཐུན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཐོང | བྱ་ཚིག_###+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མཐོལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
མདུད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
